customer_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm,rfm_score,r_segment,f_segment,m_segment,rfm_segment,rfm_group
17084,57,2,2949.75,3,2,5,325,10,3-Normal,2-Less Frequent,5-Most Spend,Need Attention,Mid Value
18287,64,3,1837.28,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
12924,110,5,929.95,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
16934,76,2,950.93,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
16774,89,5,654.92,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
13461,60,3,1445.00,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
14403,152,5,1426.31,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
17774,118,5,1215.46,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
14504,69,4,673.26,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
17180,78,6,780.38,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
13925,58,6,616.65,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
17585,131,4,1133.07,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
15831,80,4,747.76,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
13814,78,3,1562.12,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
18043,46,3,559.51,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
13591,86,3,1117.13,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
17974,46,3,740.79,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
14837,111,5,1641.20,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
17495,29,2,497.56,5,2,3,523,10,5-Most Active,2-Less Frequent,3-Normal Spend,Promising,Mid Value
16278,45,3,537.83,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
17666,25,2,728.16,5,2,3,523,10,5-Most Active,2-Less Frequent,3-Normal Spend,Promising,Mid Value
16950,78,3,1178.56,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
15980,110,3,2398.86,2,3,5,235,10,2-Churning,3-Normal Frequent,5-Most Spend,At Risk,Mid Value
16370,104,4,1320.56,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
15306,86,3,1174.35,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
13236,46,3,727.27,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
15641,127,4,1887.20,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
17198,45,3,692.22,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
14267,172,7,1279.09,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
14461,170,3,2103.06,2,3,5,235,10,2-Churning,3-Normal Frequent,5-Most Spend,At Risk,Mid Value
12876,79,2,2218.02,3,2,5,325,10,3-Normal,2-Less Frequent,5-Most Spend,Need Attention,Mid Value
16851,26,3,342.45,5,3,2,532,10,5-Most Active,3-Normal Frequent,2-Less Spend,Potential Loyalist,Mid Value
14224,132,4,1050.12,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
13525,36,2,628.78,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
17668,23,2,347.75,5,3,2,532,10,5-Most Active,3-Normal Frequent,2-Less Spend,Potential Loyalist,Mid Value
12886,89,3,1351.09,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
14912,38,3,841.52,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
17221,29,2,335.13,5,3,2,532,10,5-Most Active,3-Normal Frequent,2-Less Spend,Potential Loyalist,Mid Value
14775,80,3,1011.90,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
16102,64,3,1842.14,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
14514,83,3,1055.35,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
14978,94,5,1931.42,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
18231,214,6,2066.17,1,4,5,145,10,1-Churned,4-Usually Frequent,5-Most Spend,Cannot Lose Them,Mid Value
15582,46,3,682.91,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
12993,45,4,414.76,4,4,2,442,10,4-Active,4-Usually Frequent,2-Less Spend,Potential Loyalist,Mid Value
13748,117,5,948.25,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
17777,46,3,665.86,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
17797,44,3,780.43,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
17656,95,5,1674.69,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
13611,111,4,1158.20,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
17787,174,4,1865.19,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
13124,111,3,3866.33,2,3,5,235,10,2-Churning,3-Normal Frequent,5-Most Spend,At Risk,Mid Value
16049,62,3,1111.79,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
14387,54,3,1770.56,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
14959,81,5,684.97,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
12669,172,4,1607.73,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
18154,25,2,399.19,5,3,2,532,10,5-Most Active,3-Normal Frequent,2-Less Spend,Potential Loyalist,Mid Value
17027,100,7,848.59,2,5,3,253,10,2-Churning,5-Most Frequent,3-Normal Spend,At Risk,Mid Value
14077,62,5,499.42,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
13311,26,2,598.57,5,2,3,523,10,5-Most Active,2-Less Frequent,3-Normal Spend,Promising,Mid Value
14332,44,3,866.31,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
12879,66,4,552.57,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
17461,44,3,757.46,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
13028,44,3,659.68,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
14488,73,2,1047.43,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
14276,110,5,1019.39,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
12925,26,2,694.05,5,2,3,523,10,5-Most Active,2-Less Frequent,3-Normal Spend,Promising,Mid Value
14045,131,4,1659.75,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
13596,27,2,697.04,5,2,3,523,10,5-Most Active,2-Less Frequent,3-Normal Spend,Promising,Mid Value
16298,44,3,598.20,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
16027,113,7,852.12,2,5,3,253,10,2-Churning,5-Most Frequent,3-Normal Spend,At Risk,Mid Value
12940,68,4,876.29,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
15791,65,3,1604.44,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
15756,83,4,532.96,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
16203,80,5,589.15,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
13752,146,6,1186.28,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
17423,67,4,663.63,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
15275,53,2,609.19,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
15618,54,5,747.031,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
14245,198,5,1677.48,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
15215,66,6,615.99,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
17921,86,4,826.52,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
16398,166,4,1631.15,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
15469,65,4,504.50,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
13422,73,2,2601.55,3,2,5,325,10,3-Normal,2-Less Frequent,5-Most Spend,Need Attention,Mid Value
14856,58,3,1311.38,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
15781,47,4,333.56,4,4,2,442,10,4-Active,4-Usually Frequent,2-Less Spend,Potential Loyalist,Mid Value
17979,57,5,737.81,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
13162,144,5,1644.99,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
14205,32,4,218.78,5,4,1,541,10,5-Most Active,4-Usually Frequent,1-Least Spend,Potential Loyalist,Mid Value
17835,24,3,350.64,5,3,2,532,10,5-Most Active,3-Normal Frequent,2-Less Spend,Potential Loyalist,Mid Value
15287,44,3,485.24,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
16755,136,5,1484.63,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
14853,30,3,463.05,5,3,2,532,10,5-Most Active,3-Normal Frequent,2-Less Spend,Potential Loyalist,Mid Value
15656,67,4,748.50,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
15773,27,1,635.68,5,2,3,523,10,5-Most Active,2-Less Frequent,3-Normal Spend,Promising,Mid Value
16419,134,7,959.48,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
15376,62,3,1233.36,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
15101,30,3,310.03,5,3,2,532,10,5-Most Active,3-Normal Frequent,2-Less Spend,Potential Loyalist,Mid Value
12399,141,4,1108.65,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
12577,57,4,595.40,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
13865,80,4,501.56,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
16751,52,1,1764.72,4,2,4,424,10,4-Active,2-Less Frequent,4-Much Spend,Promising,Mid Value
13421,62,3,1848.98,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
13763,85,3,1689.46,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
16012,57,3,1415.29,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
13352,29,2,389.28,5,3,2,532,10,5-Most Active,3-Normal Frequent,2-Less Spend,Potential Loyalist,Mid Value
14499,48,3,815.32,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
14352,179,4,1078.96,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
13389,33,3,797.96,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
12393,94,4,1582.60,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
16134,43,3,603.69,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
13165,68,2,1021.48,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
16750,66,5,623.93,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
14971,57,3,1116.57,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
16560,43,3,816.51,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
15812,129,5,1801.14,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
13851,117,3,2651.46,2,3,5,235,10,2-Churning,3-Normal Frequent,5-Most Spend,At Risk,Mid Value
17157,29,3,306.55,5,3,2,532,10,5-Most Active,3-Normal Frequent,2-Less Spend,Potential Loyalist,Mid Value
13379,48,3,572.56,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
17848,103,9,901.20,2,5,3,253,10,2-Churning,5-Most Frequent,3-Normal Spend,At Risk,Mid Value
14594,29,2,379.83,5,3,2,532,10,5-Most Active,3-Normal Frequent,2-Less Spend,Potential Loyalist,Mid Value
14223,114,4,975.23,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
15539,29,1,538.46,5,2,3,523,10,5-Most Active,2-Less Frequent,3-Normal Spend,Promising,Mid Value
16898,48,4,444.46,4,4,2,442,10,4-Active,4-Usually Frequent,2-Less Spend,Potential Loyalist,Mid Value
13546,34,3,626.99,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
13153,27,1,486.22,5,2,3,523,10,5-Most Active,2-Less Frequent,3-Normal Spend,Promising,Mid Value
12710,118,4,1130.57,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
15630,67,3,1180.40,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
14930,130,3,2372.86,2,3,5,235,10,2-Churning,3-Normal Frequent,5-Most Spend,At Risk,Mid Value
17503,24,2,558.96,5,2,3,523,10,5-Most Active,2-Less Frequent,3-Normal Spend,Promising,Mid Value
17266,24,3,310.64,5,3,2,532,10,5-Most Active,3-Normal Frequent,2-Less Spend,Potential Loyalist,Mid Value
12823,96,5,1759.50,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
13593,130,6,1990.28,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
13524,62,5,680.18,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
15245,156,3,2515.84,2,3,5,235,10,2-Churning,3-Normal Frequent,5-Most Spend,At Risk,Mid Value
13715,303,8,1053.94,1,5,4,154,10,1-Churned,5-Most Frequent,4-Much Spend,Cannot Lose Them,Mid Value
16014,57,4,653.13,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
14584,191,5,1029.26,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
14567,57,3,1524.46,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
16561,27,2,511.12,5,2,3,523,10,5-Most Active,2-Less Frequent,3-Normal Spend,Promising,Mid Value
12755,271,4,2203.20,1,4,5,145,10,1-Churned,4-Usually Frequent,5-Most Spend,Cannot Lose Them,Mid Value
18136,85,4,761.83,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
16040,87,3,1313.55,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
14593,43,3,617.99,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
16460,50,3,814.72,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
14664,41,2,637.89,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
16212,41,3,681.19,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
15492,50,2,659.46,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
12507,156,4,1258.06,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
13652,67,3,1095.08,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
12384,50,3,566.16,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
12854,100,5,1289.15,2,4,4,244,10,2-Churning,4-Usually Frequent,4-Much Spend,At Risk,Mid Value
12397,57,2,2409.90,3,2,5,325,10,3-Normal,2-Less Frequent,5-Most Spend,Need Attention,Mid Value
16110,67,3,1337.48,3,3,4,334,10,3-Normal,3-Normal Frequent,4-Much Spend,Loyal Customers,Mid Value
16621,73,4,813.48,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
16444,68,5,638.77,3,4,3,343,10,3-Normal,4-Usually Frequent,3-Normal Spend,Loyal Customers,Mid Value
14287,30,4,151.23,5,4,1,541,10,5-Most Active,4-Usually Frequent,1-Least Spend,Potential Loyalist,Mid Value
15919,41,2,639.89,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
13427,41,3,582.60,4,3,3,433,10,4-Active,3-Normal Frequent,3-Normal Spend,Potential Loyalist,Mid Value
18082,47,1,703.37,4,2,3,423,9,4-Active,2-Less Frequent,3-Normal Spend,Promising,Mid Value
17505,183,2,1145.84,2,3,4,234,9,2-Churning,3-Normal Frequent,4-Much Spend,At Risk,Mid Value
18248,135,4,783.02,2,4,3,243,9,2-Churning,4-Usually Frequent,3-Normal Spend,At Risk,Mid Value
13655,136,2,932.97,2,3,4,234,9,2-Churning,3-Normal Frequent,4-Much Spend,At Risk,Mid Value
15734,136,2,1339.45,2,3,4,234,9,2-Churning,3-Normal Frequent,4-Much Spend,At Risk,Mid Value
14323,136,4,574.26,2,4,3,243,9,2-Churning,4-Usually Frequent,3-Normal Spend,At Risk,Mid Value
14338,180,4,554.22,2,4,3,243,9,2-Churning,4-Usually Frequent,3-Normal Spend,At Risk,Mid Value
14006,137,3,962.19,2,3,4,234,9,2-Churning,3-Normal Frequent,4-Much Spend,At Risk,Mid Value
17048,137,6,864.32,2,4,3,243,9,2-Churning,4-Usually Frequent,3-Normal Spend,At Risk,Mid Value
15768,137,4,581.83,2,4,3,243,9,2-Churning,4-Usually Frequent,3-Normal Spend,At Risk,Mid Value
12758,138,2,2791.59,2,2,5,225,9,2-Churning,2-Less Frequent,5-Most Spend,At Risk,Mid Value
13720,138,4,799.90,2,4,3,243,9,2-Churning,4-Usually Frequent,3-Normal Spend,At Risk,Mid Value
15624,138,4,588.13,2,4,3,243,9,2-Churning,4-Usually Frequent,3-Normal Spend,At Risk,Mid Value
18143,138,2,1000.16,2,3,4,234,9,2-Churning,3-Normal Frequent,4-Much Spend,At Risk,Mid Value
16317,141,3,1341.65,2,3,4,234,9,2-Churning,3-Normal Frequent,4-Much Spend,At Risk,Mid Value
15192,141,3,1044.32,2,3,4,234,9,2-Churning,3-Normal Frequent,4-Much Spend,At Risk,Mid Value
13253,178,2,1030.40,2,3,4,234,9,2-Churning,3-Normal Frequent,4-Much Spend,At Risk,Mid Value
17429,142,4,512.12,2,4,3,243,9,2-Churning,4-Usually Frequent,3-Normal Spend,At Risk,Mid Value
12693,142,6,830.96,2,4,3,243,9,2-Churning,4-Usually Frequent,3-Normal Spend,At Risk,Mid Value
14346,142,2,1021.58,2,3,4,234,9,2-Churning,3-Normal Frequent,4-Much Spend,At Risk,Mid Value
17994,143,6,629.69,2,4,3,243,9,2-Churning,4-Usually Frequent,3-Normal Spend,At Risk,Mid Value
15985,145,3,1037.42,2,3,4,234,9,2-Churning,3-Normal Frequent,4-Much Spend,At Risk,Mid Value
16174,148,3,1009.55,2,3,4,234,9,2-Churning,3-Normal Frequent,4-Much Spend,At Risk,Mid Value
15133,149,3,982.42,2,3,4,234,9,2-Churning,3-Normal Frequent,4-Much Spend,At Risk,Mid Value
17692,149,5,733.44,2,4,3,243,9,2-Churning,4-Usually Frequent,3-Normal Spend,At Risk,Mid Value
14133,151,5,590.34,2,4,3,243,9,2-Churning,4-Usually Frequent,3-Normal Spend,At Risk,Mid Value
17282,152,3,1703.41,2,3,4,234,9,2-Churning,3-Normal Frequent,4-Much Spend,At Risk,Mid Value
13414,155,3,1390.50,2,3,4,234,9,2-Churning,3-Normal Frequent,4-Much Spend,At Risk,Mid Value
12717,173,3,980.98,2,3,4,234,9,2-Churning,3-Normal Frequent,4-Much Spend,At Risk,Mid Value
15265,173,2,1506.12,2,3,4,234,9,2-Churning,3-Normal Frequent,4-Much Spend,At Risk,Mid Value
16696,157,4,657.90,2,4,3,243,9,2-Churning,4-Usually Frequent,3-Normal Spend,At Risk,Mid Value
15855,158,5,712.24,2,4,3,243,9,2-Churning,4-Usually Frequent,3-Normal Spend,At Risk,Mid Value
13492,158,3,1269.84,2,3,4,234,9,2-Churning,3-Normal Frequent,4-Much Spend,At Risk,Mid Value
14692,159,5,582.05,2,4,3,243,9,2-Churning,4-Usually Frequent,3-Normal Spend,At Risk,Mid Value
15372,159,1,2007.40,2,2,5,225,9,2-Churning,2-Less Frequent,5-Most Spend,At Risk,Mid Value
16654,163,5,594.97,2,4,3,243,9,2-Churning,4-Usually Frequent,3-Normal Spend,At Risk,Mid Value
12653,170,2,2209.85,2,2,5,225,9,2-Churning,2-Less Frequent,5-Most Spend,At Risk,Mid Value
12510,164,2,982.57,2,3,4,234,9,2-Churning,3-Normal Frequent,4-Much Spend,At Risk,Mid Value
16807,164,3,1121.59,2,3,4,234,9,2-Churning,3-Normal Frequent,4-Much Spend,At Risk,Mid Value
12815,169,2,1063.46,2,3,4,234,9,2-Churning,3-Normal Frequent,4-Much Spend,At Risk,Mid Value
13564,166,5,647.74,2,4,3,243,9,2-Churning,4-Usually Frequent,3-Normal Spend,At Risk,Mid Value
18005,25,2,249.72,5,2,2,522,9,5-Most Active,2-Less Frequent,2-Less Spend,Recent Customers,Mid Value
16313,25,2,274.15,5,2,2,522,9,5-Most Active,2-Less Frequent,2-Less Spend,Recent Customers,Mid Value
15690,26,2,239.76,5,2,2,522,9,5-Most Active,2-Less Frequent,2-Less Spend,Recent Customers,Mid Value
17254,26,2,272.44,5,2,2,522,9,5-Most Active,2-Less Frequent,2-Less Spend,Recent Customers,Mid Value
16149,26,2,280.52,5,2,2,522,9,5-Most Active,2-Less Frequent,2-Less Spend,Recent Customers,Mid Value
13083,26,2,303.75,5,2,2,522,9,5-Most Active,2-Less Frequent,2-Less Spend,Recent Customers,Mid Value
16968,26,2,439.43,5,2,2,522,9,5-Most Active,2-Less Frequent,2-Less Spend,Recent Customers,Mid Value
14777,26,2,-17.45,5,3,1,531,9,5-Most Active,3-Normal Frequent,1-Least Spend,Potential Loyalist,Mid Value
18030,26,3,220.70,5,3,1,531,9,5-Most Active,3-Normal Frequent,1-Least Spend,Potential Loyalist,Mid Value
17936,27,1,389.84,5,2,2,522,9,5-Most Active,2-Less Frequent,2-Less Spend,Recent Customers,Mid Value
14658,27,2,247.15,5,2,2,522,9,5-Most Active,2-Less Frequent,2-Less Spend,Recent Customers,Mid Value
14354,27,2,163.62,5,3,1,531,9,5-Most Active,3-Normal Frequent,1-Least Spend,Potential Loyalist,Mid Value
14865,29,2,52.20,5,3,1,531,9,5-Most Active,3-Normal Frequent,1-Least Spend,Potential Loyalist,Mid Value
12962,29,2,266.39,5,2,2,522,9,5-Most Active,2-Less Frequent,2-Less Spend,Recent Customers,Mid Value
18282,29,3,176.60,5,3,1,531,9,5-Most Active,3-Normal Frequent,1-Least Spend,Potential Loyalist,Mid Value
17636,30,2,265.93,5,2,2,522,9,5-Most Active,2-Less Frequent,2-Less Spend,Recent Customers,Mid Value
16956,31,2,292.34,5,2,2,522,9,5-Most Active,2-Less Frequent,2-Less Spend,Recent Customers,Mid Value
14385,31,3,202.11,5,3,1,531,9,5-Most Active,3-Normal Frequent,1-Least Spend,Potential Loyalist,Mid Value
14836,32,3,102.45,5,3,1,531,9,5-Most Active,3-Normal Frequent,1-Least Spend,Potential Loyalist,Mid Value
16852,32,2,144.91,5,3,1,531,9,5-Most Active,3-Normal Frequent,1-Least Spend,Potential Loyalist,Mid Value
17468,32,2,137.00,5,3,1,531,9,5-Most Active,3-Normal Frequent,1-Least Spend,Potential Loyalist,Mid Value
16479,32,2,300.83,5,2,2,522,9,5-Most Active,2-Less Frequent,2-Less Spend,Recent Customers,Mid Value
14452,32,2,264.44,5,2,2,522,9,5-Most Active,2-Less Frequent,2-Less Spend,Recent Customers,Mid Value
17237,33,2,314.69,5,2,2,522,9,5-Most Active,2-Less Frequent,2-Less Spend,Recent Customers,Mid Value
15043,53,1,537.00,4,2,3,423,9,4-Active,2-Less Frequent,3-Normal Spend,Promising,Mid Value
17806,33,1,546.04,4,2,3,423,9,4-Active,2-Less Frequent,3-Normal Spend,Promising,Mid Value
15714,33,2,330.88,4,3,2,432,9,4-Active,3-Normal Frequent,2-Less Spend,Potential Loyalist,Mid Value
15721,33,1,507.08,4,2,3,423,9,4-Active,2-Less Frequent,3-Normal Spend,Promising,Mid Value
17031,33,2,380.35,4,3,2,432,9,4-Active,3-Normal Frequent,2-Less Spend,Potential Loyalist,Mid Value
14597,33,2,883.15,4,2,3,423,9,4-Active,2-Less Frequent,3-Normal Spend,Promising,Mid Value
18112,34,2,352.69,4,3,2,432,9,4-Active,3-Normal Frequent,2-Less Spend,Potential Loyalist,Mid Value
18001,34,2,417.23,4,3,2,432,9,4-Active,3-Normal Frequent,2-Less Spend,Potential Loyalist,Mid Value
18156,34,2,734.94,4,2,3,423,9,4-Active,2-Less Frequent,3-Normal Spend,Promising,Mid Value
17595,34,2,388.79,4,3,2,432,9,4-Active,3-Normal Frequent,2-Less Spend,Potential Loyalist,Mid Value
15872,36,2,360.93,4,3,2,432,9,4-Active,3-Normal Frequent,2-Less Spend,Potential Loyalist,Mid Value
15186,36,2,411.41,4,3,2,432,9,4-Active,3-Normal Frequent,2-Less Spend,Potential Loyalist,Mid Value
17624,36,2,843.48,4,2,3,423,9,4-Active,2-Less Frequent,3-Normal Spend,Promising,Mid Value
